,Total_sqr_footage,GarageFinish,OverallCond,AllPorchSF,Condition1,OverallQual_3,AllSF,Neighborhood,SimplOverallCond,TotalSF,OverallQual_sq,AllFlrsSF_3,BsmtExposure,GarageYrBlt,MSZoning,CentralAir,YearBuilt,OverallQual,BsmtFinSF1,AllSF_3,OverallGrade,LotArea_log,LotArea,SaleCondition,AllSF_2,Functional,TotalSF_log,YrBltAndRemod,SimplOverallQual_sq,GarageScore_3,SimplFireplaceQu,GarageCars_log,KitchenScore,AllFlrsSF_sq,1stFlrSF_log,HalfBath,Foundation,KitchenQual_sq,FireplaceQu,KitchenQual_3,GarageQual,GrLivArea,GarageScore,TotRmsAbvGrd_log,TotalBsmtSF,YearRemodAdd_log,FullBath,SimplOverallQual,ExterGrade,TotalBath_sq,HalfBath_log,2ndFlrSF_log,SimplExterGrade,GrLivArea_sq,OpenPorchSF_log,AllFlrsSF_2,SimplGarageScore,YearRemodAdd,SimplBsmtFinType1,SaleType,BldgType,TotRmsAbvGrd,SimplOverallGrade,SimplKitchenScore,PavedDrive,2ndFlrSF,GarageCars_sq,LotFrontage,LotFrontage_log,SimplExterQual,GarageCars,GarageArea,SimplGarageCond,Fireplaces,HeatingQC,GarageCond,SimplOverallQual_2,GrLivArea_2,BsmtUnfSF,ExterQual,OverallQual_2,OpenPorchSF,LotShape,GarageScore_2,GrLivArea_3,FireplaceScore,BsmtFullBath,BsmtFinType1,SimplGarageQual,GarageScore_sq,SimplFireplaceScore,KitchenQual_2,BsmtUnfSF_log,BedroomAbvGr,TotalBath_3,hasfireplace,MoSold,ExterQual_3,SimplHeatingQC,SimplBsmtQual,AllSF_sq,BsmtQual,YrSold,BsmtFinSF1_log,TotalBath_2,ScreenPorch_log,hasgarage,MasVnrArea,GarageArea_log,WoodDeckSF_log,GarageType,TotalBsmtSF_log,ExterQual_sq,TotalBath,KitchenQual,GarageCars_3,SimplFunctional,AllFlrsSF,1stFlrSF,ScreenPorch,GrLivArea_log,GarageGrade,Fireplaces_log,BsmtFullBath_log,ExterQual_2,SimplOverallQual_3,GarageCars_2,SimplKitchenQual,y
1012,1502,Unf,7,261,Norm,216,2104,Crawfor,3,2104,2.449489742783178,3388518008,0.0,1923.0,RL,Y,1923,6,0,9314020864,42,9.267948684596496,10592,Normal,4426816,8,7.652070746116482,3919,1.4142135623730951,157464000.0,1.0,0.6931471805599453,4,38.7556447501522,6.803505257608338,1,PConc,2.0,3.0,64,3.0,1502,540.0,2.0794415416798357,602,7.599401333415815,1,2,12,1.224744871391589,0.6931471805599453,6.401917196727186,2,38.7556447501522,0.0,2256004,180.0,1996,1.0,WD,1Fam,7,6,2,2,602,1.0,55.0,4.02535169073515,1,1,180,1.0,2,3,3.0,4,2256004,602,3,36,0,4,291600.0,3388518008,6.0,0,1.0,1.0,23.2379000772445,2.0,16,6.401917196727186,3,3.375,1,8,27,1,1.0,45.86937976471886,3.0,2007,0.0,2.25,3.9889840465642745,1,0.0,5.198497031265826,4.574710978503383,Detchd,6.401917196727186,1.7320508075688772,1.5,4,1,4,1502,900,53,7.315218389752975,9.0,1.0986122886681098,0.0,9,8,1,2,12.013706813470414
1013,1734,Unf,4,256,Norm,125,2044,OldTown,2,2044,2.23606797749979,1067462648,0.0,1956.0,RM,N,1910,5,247,8539701184,20,8.881975184248867,7200,Normal,4177936,3,7.623153068476902,3916,1.4142135623730951,592704000.0,,0.6931471805599453,3,31.96873472629156,6.930494765951626,0,BrkTil,1.7320508075688772,,27,3.0,1022,840.0,1.6094379124341003,1022,7.604396348796338,1,2,9,1.4142135623730951,0.0,0.0,1,31.96873472629156,3.4339872044851463,1044484,280.0,2006,2.0,WD,1Fam,4,4,1,2,0,1.0,60.0,4.110873864173311,1,1,280,1.0,0,3,3.0,4,1044484,310,3,25,30,4,705600.0,1067462648,,1,5.0,1.0,28.982753492378876,,9,5.739792912179234,2,8.0,0,6,27,1,1.0,45.21061822182926,3.0,2009,5.5134287461649825,4.0,0.0,1,0.0,5.638354669333745,0.0,Detchd,6.930494765951626,1.7320508075688772,2.0,3,1,2,1022,1022,0,6.930494765951626,9.0,0.0,0.6931471805599453,9,8,1,1,11.350418300109132
1014,1418,Unf,5,130,Artery,216,2164,NAmes,2,2164,2.449489742783178,1266723368,0.0,1948.0,RL,Y,1948,6,336,10133786944,30,9.36434818445553,11664,Normal,4682896,8,7.68017564043659,3898,1.4142135623730951,373248000.0,2.0,0.6931471805599453,3,32.89376840679705,6.9874902470009905,0,CBlock,1.7320508075688772,4.0,27,3.0,1082,720.0,1.791759469228055,1082,7.576097340623111,1,2,9,1.0,0.0,0.0,1,32.89376840679705,4.875197323201151,1170724,240.0,1950,2.0,WD,1Fam,5,4,1,2,0,1.0,60.0,4.110873864173311,1,1,240,1.0,1,3,3.0,4,1170724,746,3,36,130,4,518400.0,1266723368,4.0,0,4.0,1.0,26.832815729997478,2.0,9,6.616065185132817,2,1.0,1,11,27,1,1.0,46.51881339845203,3.0,2007,5.820082930352362,1.0,0.0,1,206.0,5.484796933490655,0.0,Detchd,6.9874902470009905,1.7320508075688772,1.0,3,1,4,1082,1082,0,6.9874902470009905,9.0,0.6931471805599453,0.0,9,8,1,1,11.688566422839942
1015,2308,Fin,6,45,Norm,512,2475,NWAmes,2,2475,2.8284271247461903,4615754625,0.0,2001.0,RL,Y,2001,8,643,15160921875,48,9.036106025364846,8400,Normal,6125625,8,7.814399633804487,4002,1.7320508075688772,3974344704.0,,1.0986122886681098,4,40.80441152620633,6.698268054115413,1,PConc,2.0,,64,3.0,1665,1584.0,1.9459101490553132,810,7.601901959875166,2,3,12,1.8708286933869707,0.6931471805599453,6.752270376141742,2,40.80441152620633,3.828641396489095,2772225,528.0,2001,2.0,WD,1Fam,6,6,2,2,855,1.4142135623730951,70.0,4.2626798770413155,2,2,528,1.0,0,5,3.0,9,2772225,167,4,64,45,4,2509056.0,4615754625,,1,6.0,1.0,39.7994974842648,,16,5.123963979403259,3,42.875,0,11,64,2,2.0,49.749371855331,4.0,2009,6.467698726104354,12.25,0.0,1,0.0,6.270988431858299,0.0,Attchd,6.698268054115413,2.0,3.5,4,8,4,1665,810,0,7.418180822726788,9.0,0.0,0.6931471805599453,16,27,4,2,12.33270970174018
1016,2194,Fin,5,181,Norm,343,3008,CollgCr,2,3008,2.6457513110645907,3402072064,3.0,1996.0,RL,Y,1996,7,690,27216576512,35,9.382948236582498,11883,Normal,9048064,8,8.009363076630045,3992,1.7320508075688772,2948814504.0,1.0,1.0986122886681098,4,38.781438859330635,7.316548177182976,0,PConc,2.0,3.0,64,3.0,1504,1434.0,1.9459101490553132,1504,7.599401333415815,2,3,12,1.7320508075688772,0.0,0.0,2,38.781438859330635,4.204692619390966,2262016,478.0,1996,2.0,WD,1Fam,6,6,2,2,0,1.4142135623730951,73.0,4.30406509320417,2,2,478,1.0,1,5,3.0,9,2262016,814,4,49,66,4,2056356.0,3402072064,3.0,1,6.0,1.0,37.86819245752297,1.0,16,6.703188113240863,3,27.0,1,6,64,2,2.0,54.84523680320835,4.0,2009,6.53813982376767,9.0,0.0,1,196.0,6.171700597410915,4.7535901911063645,Attchd,7.316548177182976,2.0,3.0,4,8,4,1504,1504,0,7.316548177182976,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.220966184120165
1017,2396,RFn,5,63,Norm,512,2580,StoneBr,2,2580,2.8284271247461903,2515456000,2.0,1984.0,RL,Y,1984,8,1036,17173512000,40,8.668196064952765,5814,Abnorml,6656400,8,7.855932199718614,3968,1.7320508075688772,4869777375.0,2.0,1.0986122886681098,4,36.87817782917155,7.215975002651466,0,CBlock,2.0,5.0,64,3.0,1360,1695.0,1.6094379124341003,1220,7.59337419312129,1,3,12,1.4142135623730951,0.0,0.0,2,36.87817782917155,0.0,1849600,565.0,1984,2.0,COD,TwnhsE,4,6,2,2,0,1.4142135623730951,,,2,2,565,1.0,1,4,3.0,9,1849600,184,4,64,0,3,2873025.0,2515456000,5.0,1,6.0,1.0,41.1703777004778,2.0,16,5.220355825078324,1,8.0,1,8,64,2,2.0,50.79370039680118,4.0,2009,6.9440872082295275,4.0,0.0,1,0.0,6.338594078203183,4.1588830833596715,Attchd,7.107425474110705,2.0,2.0,4,8,4,1360,1360,0,7.215975002651466,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.141539457711714
1018,1472,RFn,5,164,Norm,343,1856,Gilbert,2,1856,2.6457513110645907,3189506048,0.0,1991.0,RL,Y,1991,7,0,6393430016,35,9.285911558823257,10784,Normal,3444736,8,7.526717561352706,3983,1.7320508075688772,1754049816.0,1.0,1.0986122886681098,4,38.36665218650175,6.688354713946762,1,PConc,2.0,3.0,64,3.0,1472,1206.0,2.0794415416798357,384,7.597396320212795,2,3,12,1.5811388300841898,0.6931471805599453,6.508769136971682,2,38.36665218650175,0.0,2166784,402.0,1992,1.0,WD,1Fam,7,6,2,2,670,1.4142135623730951,,,2,2,402,1.0,1,4,3.0,9,2166784,384,4,49,0,3,1454436.0,3189506048,3.0,0,1.0,1.0,34.72751070837067,1.0,16,5.953243334287785,3,15.625,1,5,64,2,2.0,43.08131845707603,4.0,2007,0.0,6.25,0.0,1,76.0,5.998936561946683,5.10594547390058,Attchd,5.953243334287785,2.0,2.5,4,8,4,1472,802,0,7.29505641646263,9.0,0.6931471805599453,0.0,16,27,4,2,11.982935344196433
1019,1522,Fin,5,162,Norm,343,2868,Blmngtn,2,2868,2.6457513110645907,3415662216,3.0,2005.0,RL,Y,2005,7,16,23590516032,35,8.01102337918644,3013,Normal,8225424,8,7.9617188159813645,4010,1.7320508075688772,2299968000.0,2.0,1.0986122886681098,4,38.80721582386451,7.317876198626496,0,PConc,2.0,4.0,64,3.0,1506,1320.0,1.9459101490553132,1362,7.603897968521881,2,3,12,1.4142135623730951,0.0,0.0,2,38.80721582386451,3.044522437723423,2268036,440.0,2005,2.0,WD,TwnhsE,6,6,2,2,0,1.4142135623730951,43.0,3.784189633918261,2,2,440,1.0,1,5,3.0,9,2268036,1346,4,49,20,4,1742400.0,3415662216,4.0,0,6.0,1.0,36.3318042491699,2.0,16,7.205635176410364,2,8.0,1,4,64,2,2.0,53.55371135598354,4.0,2006,2.833213344056216,4.0,0.0,1,145.0,6.089044875446846,4.962844630259907,Attchd,7.217443431696533,2.0,2.0,4,8,4,1506,1506,0,7.317876198626496,9.0,0.6931471805599453,0.0,16,27,4,2,12.271349956195543
1020,2156,Fin,5,316,Norm,64,2264,Edwards,2,2264,2.0,1450571968,0.0,2005.0,RL,Y,2005,4,1024,11604575744,20,8.857230494201946,7024,Normal,5125696,8,7.725330037917135,4010,1.4142135623730951,2476813977.0,,1.0986122886681098,4,33.645207682521445,7.0326242610280065,1,PConc,2.0,,64,3.0,1132,1353.0,1.791759469228055,1132,7.603897968521881,1,2,9,1.5811388300841898,0.6931471805599453,0.0,1,33.645207682521445,4.174387269895637,1281424,451.0,2005,2.0,WD,1Fam,5,4,2,2,0,1.4142135623730951,60.0,4.110873864173311,1,2,451,1.0,0,5,3.0,4,1281424,108,3,16,64,4,1830609.0,1450571968,,1,6.0,1.0,36.78314831549904,,16,4.6913478822291435,2,15.625,0,6,27,2,2.0,47.58150901348127,4.0,2008,6.932447891572509,6.25,0.0,1,0.0,6.113682179832232,5.53338948872752,Attchd,7.0326242610280065,1.7320508075688772,2.5,4,8,4,1132,1132,0,7.0326242610280065,9.0,0.0,0.6931471805599453,9,8,4,2,12.07824495582233
1021,1904,RFn,5,159,Norm,343,2419,CollgCr,2,2419,2.6457513110645907,1815848000,2.0,2006.0,RL,Y,2006,7,684,14154926059,35,8.91018077801329,7406,Partial,5851561,8,7.791522819150732,4012,1.7320508075688772,6815771136.0,,1.0986122886681098,4,34.92849839314596,7.107425474110705,0,PConc,2.0,,64,3.0,1220,1896.0,1.9459101490553132,1199,7.604396348796338,2,3,12,1.7320508075688772,0.0,0.0,2,34.92849839314596,4.007333185232471,1488400,632.0,2006,2.0,New,1Fam,6,6,2,2,0,1.4142135623730951,64.0,4.174387269895637,2,2,632,1.0,0,5,3.0,9,1488400,515,4,49,54,4,3594816.0,1815848000,,1,6.0,1.0,43.54308211415448,,16,6.246106765481563,2,27.0,0,7,64,2,2.0,49.18333050943175,4.0,2006,6.529418838262226,9.0,0.0,1,84.0,6.450470422144176,4.663439094112067,Attchd,7.090076835776092,2.0,3.0,4,8,4,1220,1220,0,7.107425474110705,9.0,0.0,0.6931471805599453,16,27,4,2,12.175618592671356
1022,1572,Unf,5,192,Norm,125,2160,OldTown,2,2160,2.23606797749979,1943764992,0.0,1957.0,RM,Y,1930,5,324,10077696000,25,9.152711259139547,9439,Normal,4665600,8,7.6783263565068856,3880,1.4142135623730951,32768000.0,,0.6931471805599453,3,35.32704346531139,6.816735880594968,0,CBlock,1.7320508075688772,,27,2.0,1248,320.0,1.9459101490553132,912,7.576097340623111,1,2,9,1.0,0.0,5.820082930352362,1,35.32704346531139,0.0,1557504,160.0,1950,1.0,WD,1Fam,6,4,1,2,336,1.0,52.0,3.970291913552122,1,1,160,1.0,0,4,2.0,4,1557504,588,3,25,0,4,102400.0,1943764992,,0,2.0,1.0,17.88854381999832,,9,6.3784261836515865,2,1.0,0,3,27,2,1.0,46.475800154489,3.0,2007,5.783825182329737,1.0,0.0,1,0.0,5.081404364984463,0.0,Detchd,6.816735880594968,1.7320508075688772,1.0,3,1,4,1248,912,0,7.130098510125578,4.0,0.0,0.0,9,8,1,1,11.373674891823535
1023,1520,Fin,5,176,Norm,343,2850,Blmngtn,2,2850,2.6457513110645907,3402072064,0.0,2005.0,RL,Y,2005,7,16,23149125000,35,8.065579427282092,3182,Normal,8122500,8,7.955425088912672,4011,1.7320508075688772,2253243231.0,2.0,1.0986122886681098,4,38.781438859330635,7.316548177182976,0,PConc,2.0,4.0,64,3.0,1504,1311.0,2.0794415416798357,1346,7.604396348796338,2,3,12,1.4142135623730951,0.0,0.0,2,38.781438859330635,3.044522437723423,2262016,437.0,2006,2.0,WD,TwnhsE,7,6,2,2,0,1.4142135623730951,43.0,3.784189633918261,2,2,437,1.0,1,5,3.0,9,2262016,1330,4,49,20,4,1718721.0,3402072064,4.0,0,6.0,1.0,36.207733980463345,2.0,16,7.193685818395112,2,8.0,1,5,64,2,2.0,53.38539126015655,4.0,2008,2.833213344056216,4.0,0.0,1,14.0,6.082218910376446,5.056245805348308,Attchd,7.205635176410364,2.0,2.0,4,8,4,1504,1504,0,7.316548177182976,9.0,0.6931471805599453,0.0,16,27,4,2,12.160033942617156
1024,4463,Fin,6,246,Norm,512,4463,Timber,2,4463,2.8284271247461903,24338574792,2.0,1976.0,RL,Y,1976,8,1165,88895680847,48,9.648530784697051,15498,Abnorml,19918369,8,8.403800504061147,3952,1.7320508075688772,7940149875.0,2.0,1.0986122886681098,4,53.83307533477908,7.972121128921655,0,CBlock,2.0,4.0,64,3.0,2898,1995.0,2.3978952727983707,1565,7.589335823170617,2,3,12,1.7320508075688772,0.0,0.0,2,53.83307533477908,4.290459441148391,8398404,665.0,1976,2.0,COD,1Fam,10,6,2,2,0,1.4142135623730951,,,2,2,665,1.0,1,3,3.0,9,8398404,0,4,64,72,3,3980025.0,24338574792,4.0,1,5.0,1.0,44.66542286825459,2.0,16,0.0,2,27.0,1,5,64,1,2.0,66.80568838055633,4.0,2008,7.061334366910438,9.0,0.0,1,0.0,6.501289670540389,0.0,Attchd,7.356279876550748,2.0,3.0,4,8,4,2898,2898,0,7.972121128921655,9.0,0.6931471805599453,0.6931471805599453,16,27,4,2,12.567240979056246
1025,1488,Unf,5,96,Norm,125,1764,CollgCr,2,1764,2.23606797749979,686128968,0.0,1980.0,RL,Y,1972,5,138,5489031744,25,8.94910546953925,7700,Normal,3111696,8,7.475905969367397,3944,1.4142135623730951,2645248887.0,,1.0986122886681098,3,29.698484809834994,6.78332520060396,0,CBlock,1.7320508075688772,,27,3.0,882,1383.0,1.791759469228055,882,7.587310506022615,1,2,9,1.4142135623730951,0.0,0.0,1,29.698484809834994,0.0,777924,461.0,1972,1.0,WD,1Fam,5,4,1,2,0,1.4142135623730951,70.0,4.2626798770413155,1,2,461,1.0,0,3,3.0,4,777924,276,3,25,0,4,1912689.0,686128968,,1,2.0,1.0,37.1887079635741,,9,5.6240175061873385,3,8.0,0,3,27,1,1.0,42.0,3.0,2007,4.9344739331306915,4.0,0.0,1,0.0,6.135564891081739,4.574710978503383,Detchd,6.78332520060396,1.7320508075688772,2.0,3,8,4,882,882,0,6.78332520060396,9.0,0.0,0.6931471805599453,9,8,4,1,11.630717389475995
1026,1961,Unf,5,143,Feedr,125,2532,NAmes,2,2532,2.23606797749979,2019487744,0.0,1960.0,RL,Y,1960,5,697,16232712768,25,9.137877200242468,9300,Normal,6411024,8,7.837159650001675,3920,1.4142135623730951,2645248887.0,2.0,1.0986122886681098,3,35.552777669262355,7.142827401161621,0,CBlock,1.7320508075688772,4.0,27,3.0,1264,1383.0,1.9459101490553132,1268,7.581209826196346,1,2,9,1.4142135623730951,0.0,0.0,1,35.552777669262355,0.0,1597696,461.0,1960,1.0,WD,1Fam,6,4,1,2,0,1.4142135623730951,73.0,4.30406509320417,1,2,461,1.0,2,3,3.0,4,1597696,571,3,25,0,4,1912689.0,2019487744,8.0,1,3.0,1.0,37.1887079635741,4.0,9,6.349138991379798,3,8.0,1,4,27,1,1.0,50.3189825016365,3.0,2010,6.548219102762372,4.0,4.969813299576001,1,324.0,6.135564891081739,0.0,Attchd,7.1459844677143876,1.7320508075688772,2.0,3,8,4,1264,1264,143,7.142827401161621,9.0,1.0986122886681098,0.6931471805599453,9,8,4,1,12.02874460037869
1027,3159,RFn,5,236,Norm,512,3284,Timber,2,3284,2.8284271247461903,4459534136,3.0,2008.0,RL,Y,2007,8,1513,35416810304,40,9.161255164285691,9520,Partial,10784656,8,8.09712193091871,4015,1.7320508075688772,13824000000.0,2.0,1.3862943611198906,4,40.570925550201586,7.4067107301776405,0,PConc,2.0,4.0,64,3.0,1646,2400.0,2.0794415416798357,1638,7.605392364814935,2,3,12,1.7320508075688772,0.0,0.0,2,40.570925550201586,3.8066624897703196,2709316,800.0,2008,2.0,New,1Fam,7,6,2,2,0,1.7320508075688772,71.0,4.276666119016055,2,3,800,1.0,1,5,3.0,9,2709316,125,4,64,44,3,5760000.0,4459534136,4.0,1,6.0,1.0,48.98979485566356,2.0,16,4.836281906951478,3,27.0,1,4,64,2,2.0,57.30619512757761,4.0,2008,7.322510433997394,9.0,0.0,1,338.0,6.68586094706836,5.262690188904886,Attchd,7.40184157874383,2.0,3.0,4,27,4,1646,1646,0,7.4067107301776405,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.588194064175278
1028,1785,Unf,5,0,Artery,125,2144,NAmes,2,2144,2.23606797749979,2605285376,0.0,1941.0,RL,Y,1941,5,368,9855401984,25,9.158309963881798,9492,Normal,4596736,8,7.6708948313621175,3891,1.4142135623730951,373248000.0,2.0,0.6931471805599453,3,37.094473981982816,6.876264611890766,0,CBlock,1.7320508075688772,4.0,27,3.0,1376,720.0,1.9459101490553132,768,7.576097340623111,1,2,9,1.4142135623730951,0.0,6.013715156042802,1,37.094473981982816,0.0,1893376,240.0,1950,1.0,WD,1Fam,6,4,1,2,408,1.0,79.0,4.382026634673881,1,1,240,1.0,1,3,3.0,4,1893376,359,3,25,0,4,518400.0,2605285376,4.0,1,3.0,1.0,26.832815729997478,2.0,9,5.886104031450156,3,8.0,1,4,27,1,1.0,46.3033476111609,3.0,2007,5.910796644040527,4.0,0.0,1,0.0,5.484796933490655,0.0,Attchd,6.645090969505644,1.7320508075688772,2.0,3,1,4,1376,968,0,7.227662498728654,9.0,0.6931471805599453,0.6931471805599453,9,8,1,1,11.561725152903833
1029,1535,Unf,7,28,Norm,216,1890,BrDale,3,1890,2.449489742783178,1806932232,0.0,1972.0,RM,Y,1972,6,317,6751269000,42,7.427144133408616,1680,Normal,3572100,8,7.544861068658458,3944,1.4142135623730951,496793088.0,,0.6931471805599453,3,34.899856733230294,6.511745329644728,1,CBlock,1.7320508075688772,,27,3.0,1218,792.0,2.0794415416798357,672,7.587310506022615,1,2,9,1.4142135623730951,0.6931471805599453,6.304448802421981,1,34.899856733230294,3.367295829986474,1483524,264.0,1972,2.0,WD,Twnhs,7,6,1,2,546,1.0,21.0,3.091042453358316,1,1,264,1.0,0,4,3.0,4,1483524,355,3,36,28,4,627264.0,1806932232,,0,4.0,1.0,28.142494558940577,,9,5.87493073085203,3,8.0,0,5,27,2,1.0,43.474130238568314,3.0,2006,5.762051382780177,4.0,0.0,1,281.0,5.579729825986222,0.0,Detchd,6.511745329644728,1.7320508075688772,2.0,3,1,4,1218,672,0,7.105786129481271,9.0,0.0,0.0,9,8,1,1,11.678448377988165
1030,1928,,8,228,Norm,125,2614,SWISU,3,2614,2.23606797749979,7166730752,1.0,,RH,Y,1916,5,0,17861451544,40,8.865452825753623,7082,Normal,6832996,8,7.869019376499023,3911,1.4142135623730951,,,0.0,6,43.9089968002003,6.855408798609928,0,PConc,1.7320508075688772,,27,,1928,,2.3978952727983707,686,7.59890045687141,2,2,9,1.4142135623730951,0.0,6.8885724595653635,1,43.9089968002003,0.0,3717184,,1995,1.0,WD,2fmCon,10,6,2,0,980,0.0,,,1,0,0,,0,4,,4,3717184,686,3,25,0,4,,7166730752,,0,1.0,,,,9,6.532334292222349,5,8.0,0,7,27,2,1.0,51.12729212465687,3.0,2006,0.0,4.0,0.0,0,0.0,0.0,0.0,,6.532334292222349,1.7320508075688772,2.0,3,0,4,1928,948,0,7.564757012905729,,0.0,0.0,9,8,0,1,11.982935344196433
1031,3208,Fin,3,199,Norm,343,3906,SWISU,1,3509,2.6457513110645907,19356769125,0.0,1970.0,RL,Y,1920,7,523,59593201416,21,9.671807670199632,15863,Normal,15256836,8,8.163371316459912,3890,1.7320508075688772,8193540096.0,1.0,1.0986122886681098,3,51.81698563212646,7.431299675155903,1,BrkTil,1.7320508075688772,3.0,27,3.0,3082,2016.0,2.5649493574615367,824,7.58629630715272,2,3,9,1.8708286933869707,0.6931471805599453,6.906754778648554,1,55.51576352712804,4.1588830833596715,7209225,672.0,1970,2.0,WD,1Fam,12,3,1,2,998,1.4142135623730951,102.0,4.634728988229636,1,2,672,1.0,2,5,3.0,9,9498724,301,3,49,63,4,4064256.0,29275067368,6.0,1,6.0,1.0,44.8998886412873,2.0,9,5.71042701737487,5,42.875,1,8,27,2,1.0,62.49799996799898,3.0,2009,6.261491684321042,12.25,0.0,1,0.0,6.511745329644728,4.919980925828125,Basment,6.715383386334681,1.7320508075688772,3.5,3,8,4,2685,1687,0,8.03365842788615,9.0,1.0986122886681098,0.6931471805599453,9,27,4,1,12.190964083849375
1032,3532,RFn,7,264,Norm,512,3858,NoRidge,3,3858,2.8284271247461903,16003008000,0.0,1993.0,RL,Y,1993,8,1012,57423104712,56,9.584796293210003,14541,Abnorml,14884164,8,8.258163361537619,3986,1.7320508075688772,13617675072.0,1.0,1.3862943611198906,4,50.19960159204453,7.210079628170788,1,PConc,2.0,3.0,64,3.0,2520,2388.0,2.3978952727983707,1338,7.597897950521784,2,3,16,1.8708286933869707,0.6931471805599453,7.063903961472068,4,50.19960159204453,4.02535169073515,6350400,796.0,1993,2.0,WD,1Fam,10,9,2,2,1168,1.7320508075688772,,,2,3,796,1.0,1,5,3.0,9,6350400,326,4,64,55,3,5702544.0,16003008000,3.0,1,6.0,1.0,48.86716689148246,1.0,16,5.7899601708972535,5,42.875,1,11,64,2,2.0,62.112800613078136,4.0,2006,6.920671504248683,12.25,0.0,1,0.0,6.680854678790215,5.3471075307174685,Attchd,7.199678345691172,2.0,3.5,4,27,4,2520,1352,0,7.83241092718792,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.644330802262578
1033,2640,Unf,5,136,Norm,343,3308,CollgCr,2,3308,2.6457513110645907,4524874264,0.0,2002.0,RL,Y,2002,7,986,36198994112,35,9.002824076547672,8125,Normal,10942864,8,8.104401307921613,4004,1.7320508075688772,19683000000.0,,1.3862943611198906,4,40.66939881532551,7.411556287811163,0,PConc,2.0,,64,3.0,1654,2700.0,1.9459101490553132,1654,7.602401335665818,2,3,12,1.7320508075688772,0.0,0.0,2,40.66939881532551,4.919980925828125,2735716,900.0,2002,2.0,WD,1Fam,6,6,2,2,0,1.7320508075688772,,,2,3,900,1.0,0,5,3.0,9,2735716,668,4,49,136,4,7290000.0,4524874264,,1,6.0,1.0,51.96152422706632,,16,6.505784060128229,3,27.0,0,2,64,2,2.0,57.51521537819362,4.0,2006,6.894670039433482,9.0,0.0,1,295.0,6.803505257608338,0.0,Attchd,7.411556287811163,2.0,3.0,4,27,4,1654,1654,0,7.411556287811163,9.0,0.0,0.6931471805599453,16,27,9,2,12.345838935721968
1034,954,Unf,7,0,Norm,125,1874,Crawfor,3,1874,2.23606797749979,868250664,0.0,1938.0,RL,Y,1938,5,0,6581255624,35,8.749256840105007,6305,Normal,3511876,8,7.536363938404511,3888,1.4142135623730951,110592000.0,2.0,0.6931471805599453,2,30.886890422961002,6.86171134048073,0,PConc,1.4142135623730951,4.0,8,2.0,954,480.0,1.791759469228055,920,7.576097340623111,1,2,12,1.0,0.0,0.0,2,30.886890422961002,0.0,910116,240.0,1950,1.0,WD,1Fam,5,6,1,2,0,1.0,50.0,3.9318256327243257,1,1,240,1.0,1,5,3.0,4,910116,920,3,25,0,4,230400.0,868250664,4.0,0,1.0,1.0,21.908902300206645,2.0,4,6.825460036255307,2,1.0,1,6,27,2,1.0,43.289721643826724,2.0,2007,0.0,1.0,0.0,1,0.0,5.484796933490655,0.0,Basment,6.825460036255307,1.7320508075688772,1.0,2,1,4,954,954,0,6.86171134048073,6.0,0.6931471805599453,0.0,9,8,1,1,11.693169865968983
1035,845,Unf,3,186,Norm,64,845,Edwards,1,845,2.0,603351125,,1957.0,RL,N,1957,4,0,603351125,12,9.350189267092581,11500,Normal,714025,8,6.740519359606223,3914,1.4142135623730951,658503000.0,,0.6931471805599453,3,29.068883707497267,6.740519359606223,0,Slab,1.7320508075688772,,27,3.0,845,870.0,1.791759469228055,0,7.579678823090456,1,2,12,1.0,0.0,0.0,2,29.068883707497267,0.0,714025,290.0,1957,,WD,1Fam,5,2,1,0,0,1.0,,,1,1,290,1.0,0,5,3.0,4,714025,0,3,16,0,3,756900.0,603351125,,0,,1.0,29.49576240750525,,9,0.0,3,1.0,0,1,27,2,,29.068883707497267,,2009,0.0,1.0,0.0,1,0.0,5.673323267171493,5.231108616854587,Detchd,0.0,1.7320508075688772,1.0,3,1,4,845,845,0,6.740519359606223,9.0,0.0,0.0,9,8,1,1,11.338583982516495
1036,2642,Fin,5,228,Norm,729,3240,Timber,2,3240,3.0,4251528000,3.0,2008.0,RL,Y,2007,9,1022,34012224000,45,9.464905067965136,12898,Normal,10497600,8,8.083637203141548,4015,1.7320508075688772,20480864256.0,2.0,1.3862943611198906,5,40.24922359499622,7.390798521735676,0,PConc,2.23606797749979,5.0,125,3.0,1620,2736.0,1.9459101490553132,1620,7.605392364814935,2,3,12,1.7320508075688772,0.0,0.0,2,40.24922359499622,0.0,2624400,912.0,2008,2.0,WD,1Fam,6,6,2,2,0,1.7320508075688772,89.0,4.499809670330265,2,3,912,1.0,1,5,3.0,9,2624400,598,4,81,0,3,7485696.0,4251528000,5.0,1,6.0,1.0,52.306787322488084,2.0,25,6.395261598115449,2,27.0,1,9,64,2,2.0,56.92099788303083,5.0,2009,6.930494765951626,9.0,0.0,1,70.0,6.816735880594968,5.43372200355424,Attchd,7.390798521735676,2.0,3.0,5,27,4,1620,1620,0,7.390798521735676,9.0,0.6931471805599453,0.6931471805599453,16,27,9,2,12.66191713053049
